Comments,stance
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా…,favour
గెలిచిన మీ వాడు మాత్రం బలేగా నిద్ర పోతున్నాడు అసెంబ్లీ లో సిగ్గు ఉండాలి రా అరేయ్…,favour
"అదే సహనం అదే సంయమనం  అదే చిరునవ్వు అదే ఆత్మస్థైర్యం సానుభూతి అనే పదాన్ని వాడుకోవాలంటే, జగనన్నకి ఉన్నంత అవకాశం…",favour
విద్యార్థుల భవిష్యత్‌కు భరోసా సమూల మార్పులు తీసుకొస్తున్నాం: సీఎం జగన్‌ …,favour
అసెంబ్లీలో TDP వారి హేయమైన చర్యలను ఖండిస్తున్నాము సభామర్యాదలను కాపాడలేనివారు MLA లు గా అనర్హులు …,favour
నేటినుంచి పాఠశాల విద్యార్ధులకు రాగిజావ పంపిణీ,favour
జగనన్న గోరుముద్దతో రుచికరమైన మెనూ - TV9,favour
పవన్ కళ్యాణ్ మేకప్ వేసుకోటానికి అద్దం లేకపోతే మా ఏపీ రాజధాని వైజాగ్ రోడ్స్ అద్దం లాగ మెరిసిపోతున్నాయి,neutral
"నా నడక నేల మీదే నా ప్రయాణం సామాన్యులు, పేద వర్గాలతోనే నా యుద్ధం పెత్తందార్లతోనే నా లక్ష్యం పేదరికం నిర్మూలనే…",neutral
"ఈ నెల 28 , 29 జరగనున్న G-20 సదస్సుకు రెడీ అవుతున్న విశాఖ",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
జగనన్న గోరుముద్దలో భాగంగా రాగిజావ కార్యక్రమాన్ని ప్రారంభిస్తున్న జగనన్న,favour
"ఈ నెల 28 , 29 జరగనున్న G-20 సదస్సుకు రెడీ అవుతున్న విశాఖ",favour
2/2 మెటలర్జికల్‌ విభాగాల్లో డిప్లొమా కోర్సుల కోసం సుదూర ప్రాంతాలు వెళ్లాల్సిన అవసరం ఉండదు ముఖ్యంగా గ్రామీణ యువతకు…,favour
జగనన్న గోరుముద్దలో రాగిజావ నేడు సీఎం జగన్ చేతులమీదుగా ప్రారంభం,favour
పవన్ కళ్యాణ్ మేకప్ వేసుకోటానికి అద్దం లేకపోతే మా ఏపీ రాజధాని వైజాగ్ రోడ్స్ అద్దం లాగ మెరిసిపోతున్నాయి,favour
"నిప్పులు చిమ్ముకుంటూ నింగికి నే ఎగిరితే నిబిడాశ్చర్యంతో వీరు, నెత్తురు కక్కుతూ నేలకు ఒరిగితే నిర్దాక్షిణ్యంగా వీరే…",favour
"అదే సహనం అదే సంయమనం  అదే చిరునవ్వు అదే ఆత్మస్థైర్యం సానుభూతి అనే పదాన్ని వాడుకోవాలంటే, జగనన్నకి ఉన్నంత అవకాశం…",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
విశాఖ మెట్రో రైల్ ప్రాజెక్టు పట్ల వైఎస్ జగన్ మోహన్ప్రభుత్వ తీవ్ర నిర్లక్ష్యం కనీస ప్రతిపాదనకు కూడా నోచుకోని వైనం రా…,neutral
